20240528,海淀,西北旺,夏霖园,83985元/m2,23套在售二手房,海淀西北旺/板楼/2003-2004年
20240528,海淀,西北旺,润千秋佳苑,98290元/m2,22套在售二手房,海淀西北旺/板楼/2004-2006年
20240528,海淀,西北旺,西山壹号院南区,127316元/m2,26套在售二手房,海淀西北旺/板楼/1998-2012年
20240528,海淀,西北旺,景和园,84521元/m2,11套在售二手房,海淀西北旺/板楼/2004-2022年
20240528,海淀,西北旺,百旺茉莉园,98081元/m2,40套在售二手房,海淀西北旺/塔楼/板楼/塔板结合/平房/2004-2010年
20240528,海淀,西北旺,苗圃宿舍,76519元/m2,6套在售二手房,海淀西北旺/板楼/1987-2010年
20240528,海淀,西北旺,东馨园,75806元/m2,25套在售二手房,海淀西北旺/板楼/1980-2000年
20240528,海淀,西北旺,东旭园,76537元/m2,5套在售二手房,海淀西北旺/板楼/1998-2000年
20240528,海淀,西北旺,冬晴园,86152元/m2,16套在售二手房,海淀西北旺/板楼/2004-2010年
20240528,海淀,西北旺,中海枫涟山庄,99571元/m2,27套在售二手房,海淀西北旺/板楼/2004-2007年
20240528,海淀,西北旺,西山壹号院北区,115911元/m2,11套在售二手房,海淀西北旺/板楼/1998-2014年
20240528,海淀,西北旺,百草园,80586元/m2,10套在售二手房,海淀西北旺/板楼/1995-2002年
20240528,海淀,西北旺,西山公馆,92994元/m2,26套在售二手房,海淀西北旺/板楼/2010-2012年
20240528,海淀,西北旺,如园南区,112630元/m2,14套在售二手房,海淀西北旺/板楼/2012-2014年
20240528,海淀,西北旺,秋露园,84609元/m2,15套在售二手房,海淀西北旺/板楼/2003-2004年
20240528,海淀,西北旺,春晖园,86467元/m2,18套在售二手房,海淀西北旺/板楼/2003-2004年
20240528,海淀,西北旺,芳怡园,90359元/m2,27套在售二手房,海淀西北旺/板楼/2018-2021年
20240528,海淀,西北旺,如园北区,127973元/m2,35套在售二手房,海淀西北旺/板楼/2011-2018年
20240528,海淀,西北旺,上地村,暂无数据,0套在售二手房,海淀西北旺/板楼/1986年
20240528,海淀,西北旺,中关村软件园,暂无数据,0套在售二手房,海淀西北旺/板楼/2005年
