20240528,朝阳,四惠,远洋天地一期,73230元/m2,18套在售二手房,朝阳四惠/塔楼/板楼/塔板结合/2000-2011年
20240528,朝阳,四惠,远洋国际中心,暂无数据,1套在售二手房,朝阳四惠/塔楼/板楼/2004-2006年
20240528,朝阳,四惠,远洋天地三期,66584元/m2,23套在售二手房,朝阳四惠/板楼/塔板结合/2004-2005年
20240528,朝阳,四惠,住邦2000,55779元/m2,2套在售二手房,朝阳四惠/塔楼/板楼/塔板结合/2003-2006年
20240528,朝阳,四惠,京棉新城二厂,53017元/m2,13套在售二手房,朝阳四惠/塔楼/2009-2011年
20240528,朝阳,四惠,京棉新城三厂,54387元/m2,32套在售二手房,朝阳四惠/塔楼/塔板结合/2009-2011年
20240528,朝阳,四惠,爱这城三期,76125元/m2,14套在售二手房,朝阳四惠/板楼/塔板结合/1999-2010年
20240528,朝阳,四惠,八里庄西里,52143元/m2,35套在售二手房,朝阳四惠/塔楼/板楼/1980-1998年
20240528,朝阳,四惠,八里庄东里,47388元/m2,19套在售二手房,朝阳四惠/塔楼/板楼/1953-2000年
20240528,朝阳,四惠,爱这城二期,81892元/m2,31套在售二手房,朝阳四惠/塔楼/板楼/2008-2012年
20240528,朝阳,四惠,爱这城一期,76680元/m2,23套在售二手房,朝阳四惠/塔楼/板楼/塔板结合/2006-2010年
20240528,朝阳,四惠,梧桐人家,49000元/m2,6套在售二手房,朝阳四惠/塔楼/塔板结合/1999-2001年
20240528,朝阳,四惠,力源里,62944元/m2,14套在售二手房,朝阳四惠/塔楼/塔板结合/1996-1999年
20240528,朝阳,四惠,双兴小区,54679元/m2,7套在售二手房,朝阳四惠/塔楼/1998-1999年
20240528,朝阳,四惠,东恒时代三期,67879元/m2,39套在售二手房,朝阳四惠/塔楼/板楼/2004-2009年
20240528,朝阳,四惠,东恒时代一期,69315元/m2,32套在售二手房,朝阳四惠/塔楼/2003-2004年
20240528,朝阳,四惠,八里庄东里北巷,50723元/m2,9套在售二手房,朝阳四惠/板楼/1980-1992年
20240528,朝阳,四惠,晨曦园,53687元/m2,20套在售二手房,朝阳四惠/塔楼/2000年
20240528,朝阳,四惠,京棉新城A1区,57229元/m2,16套在售二手房,朝阳四惠/塔板结合/2012-2017年
20240528,朝阳,四惠,东恒时代二期,88959元/m2,39套在售二手房,朝阳四惠/板楼/1996-2011年
20240528,朝阳,四惠,凯德锦绣,99790元/m2,41套在售二手房,朝阳四惠/板楼/2011-2017年
20240528,朝阳,四惠,壹线国际,58760元/m2,82套在售二手房,朝阳四惠/板楼/塔板结合/平房/2000-2009年
20240528,朝阳,四惠,通惠家园,55496元/m2,168套在售二手房,朝阳四惠/塔楼/板楼/塔板结合/1999-2011年
20240528,朝阳,四惠,远洋天地二期,64113元/m2,43套在售二手房,朝阳四惠/塔楼/2002-2006年
20240528,朝阳,四惠,金地名京,88848元/m2,59套在售二手房,朝阳四惠/塔楼/板楼/2008-2010年
20240528,朝阳,四惠,远洋商务,45820元/m2,0套在售二手房,朝阳四惠/塔楼/2003-2004年
