20240618,顺义,杨镇,101124691290,顺鑫朗郡电梯高层满五唯一南北朝向有钥匙,172万,19597元/平,顶层 (共9层) 2室2厅 | 87.77平米 | 南,https://ke-image.ljcdn.com/110000-inspection/5d9fcac2-5670-4885-8d55-a94eccb0e031_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240618,顺义,杨镇,101124652614,双阳南区 2室2厅 南,120万,15699元/平,顶层 (共6层) 2室2厅 | 76.44平米 | 南,https://ke-image.ljcdn.com/110000-inspection/2739cac4-4bfc-4ecc-b663-328a21007177_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240618,顺义,杨镇,101124419331,阳洲鑫园 3室2厅 南 北,200万,20051元/平,中楼层 (共6层) 3室2厅 | 99.75平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/1f52e381-e0cc-45ee-b59e-42ab389d29d2_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240618,顺义,杨镇,101124308831,双阳南区 1室1厅 南,135万,19605元/平,中楼层 (共6层) 1室1厅 | 68.86平米 | 南,https://ke-image.ljcdn.com/110000-inspection/d7f317d2-a87a-4986-890a-1972c20141de_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240618,顺义,杨镇,101123504174,顺鑫朗郡 2室2厅 南 北,190万,21154元/平,中楼层 (共9层) 2室2厅 | 89.82平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/cb13297a-95e4-4751-bf9f-1b3d59da4603_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240618,顺义,杨镇,101123297778,双阳南区 3室1厅 南 北,170万,20316元/平,中楼层 (共6层) 3室1厅 | 83.68平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/b06a690a-5926-4ed9-86e2-59fb1561062a_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240618,顺义,杨镇,101122974965,满五年唯一高楼层采光好电梯房,190万,21334元/平,高楼层 (共11层) | 2010年 | 2室2厅 | 89.06平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/f41dd77e-dc04-47b0-b657-79be8a976067_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240618,顺义,杨镇,101122834582,双阳南区 2室1厅 南 北 东,179万,19510元/平,中楼层 (共7层) 2室1厅 | 91.75平米 | 南 北 东,https://ke-image.ljcdn.com/110000-inspection/pc1_zm65ZA4mW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240618,顺义,杨镇,101121988142,顺鑫澜庭 2室2厅 南 北房主自荐,200万,21844元/平,中楼层 (共6层) 2室2厅 | 91.56平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/e87a70fc-2739-4b8a-92f0-edf7e2576540_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240618,顺义,杨镇,101121850286,顺鑫澜庭 2室1厅 南 北,175万,18586元/平,中楼层 (共6层) 2室1厅 | 94.16平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/00de6114-1add-43d3-b618-eb3b9b335132_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240618,顺义,杨镇,101124856694,双卧朝南 精装修 满五年 低楼层 随时看房新上,192万,20109元/平,中楼层 (共6层) | 1997年 | 3室2厅 | 95.48平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/692cc4ea-b01a-424b-ab32-f2511cf5df62_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240618,顺义,杨镇,101124840346,落地飘窗 三居室地暖 价格可谈 南北通透 随时签约新上,205万,19558元/平,顶层 (共7层) | 2011年 | 3室2厅 | 104.82平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/52aca0c7-624e-4ee6-b787-be767b80f9d8_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240618,顺义,杨镇,101124651677,双阳大三居室双卫顶层挑高高娱乐设随时看价格可谈,215万,16215元/平,顶层 (共6层) 3室2厅 | 132.6平米 | 南,https://ke-image.ljcdn.com/110000-inspection/28c4561c-12ea-43cd-956e-ff55b00b0a52_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
